age,job,marital,education,balance,housing,duration,campaign,approval
49,retired,single,first,25824,no,94,1,no
46,management,single,first,538,no,118,3,no
29,technician,single,second,534,yes,382,1,no
36,admin.,married,unknown,2323,no,111,1,no
38,admin.,married,second,1852,yes,298,2,no
53,technician,married,second,2647,yes,121,1,no
23,management,married,third,2767,yes,317,7,no
41,management,married,third,176,yes,42,1,no
42,management,single,second,9718,no,81,2,no
55,bluecollar,divorced,second,1613,yes,296,1,yes
39,admin.,divorced,second,2903,yes,259,2,no
60,admin.,single,second,81,yes,121,6,no
41,bluecollar,married,second,780,yes,232,3,no
44,unemployed,married,third,178,no,126,2,no
58,management,married,third,299,no,118,4,no
35,retired,married,first,285,yes,136,1,no
27,bluecollar,married,second,872,yes,1160,3,no
34,services,married,second,1637,no,360,2,yes
25,services,married,second,72,yes,605,2,no
36,bluecollar,married,second,0,no,632,3,no
38,bluecollar,married,second,388,yes,412,1,no
60,admin.,married,second,11,yes,157,1,no
47,bluecollar,divorced,second,535,yes,71,2,no
41,services,divorced,second,787,yes,297,2,no
36,management,single,third,6323,no,607,1,no
63,entrepreneur,married,second,3904,no,250,2,yes
23,management,single,third,736,yes,119,1,no
32,management,married,third,1390,no,116,2,no
57,retired,married,first,808,no,274,1,no
48,management,married,third,1147,no,389,1,yes
49,services,married,second,1122,no,123,1,no
50,technician,married,second,568,yes,860,2,no
63,bluecollar,married,first,1165,yes,418,2,no
53,services,divorced,second,905,yes,213,1,no
60,unemployed,married,third,0,yes,756,1,no
38,technician,married,second,740,no,259,3,no
44,management,married,second,8262,yes,181,16,no
39,admin.,single,second,14,yes,19,9,no
45,technician,single,unknown,7108,yes,53,1,no
36,bluecollar,married,second,1049,yes,224,4,yes
38,bluecollar,married,second,0,yes,57,5,no
36,housemaid,married,second,419,yes,251,1,no
60,management,single,third,726,yes,39,1,no
28,technician,divorced,third,594,yes,54,3,no
26,unemployed,married,third,454,yes,28,18,no
54,unknown,married,second,2186,no,104,1,yes
38,admin.,married,third,1988,no,164,2,yes
32,technician,single,third,0,no,268,2,no
50,admin.,divorced,second,182,no,148,1,no
23,bluecollar,married,second,667,yes,228,3,no
48,admin.,married,second,112,no,139,5,no
57,housemaid,married,first,50,no,89,3,no
64,housemaid,married,first,768,no,250,2,no
26,services,divorced,second,74,yes,106,6,no
63,bluecollar,married,second,661,yes,968,1,yes
50,selfemployed,married,second,6025,no,168,3,no
47,selfemployed,married,third,751,no,408,14,no
39,management,single,third,416,no,56,4,no
52,services,married,first,14,no,55,5,no
31,bluecollar,single,first,502,yes,76,4,no
50,bluecollar,married,first,0,no,72,5,no
47,technician,married,second,599,yes,99,3,no
60,management,single,third,218,yes,13,15,no
32,technician,single,third,1012,no,178,1,no
36,technician,married,second,600,no,287,1,no
46,technician,married,third,217,yes,141,1,no
45,management,divorced,third,1896,no,127,1,no
37,technician,single,second,0,no,69,2,no
58,housemaid,married,first,5278,yes,763,4,no
59,management,married,third,1831,no,122,1,no
28,management,married,third,1480,yes,123,1,no
48,management,married,third,7289,yes,316,3,no
55,bluecollar,married,unknown,1665,no,89,2,no
37,bluecollar,single,first,851,yes,151,1,no
41,management,married,third,2885,no,40,1,no
35,bluecollar,married,second,137,no,5,1,no
34,bluecollar,single,second,1239,yes,90,1,no
23,management,single,third,146,no,50,1,no
59,technician,married,second,1,no,159,2,yes
50,bluecollar,divorced,first,10,no,369,6,no
37,technician,married,second,480,no,344,2,yes
35,technician,married,second,2789,yes,256,2,no
50,technician,single,second,3897,no,298,1,no
36,technician,divorced,second,487,no,268,3,no
41,admin.,married,second,5110,yes,231,1,no
28,management,married,third,318,yes,4,4,no
42,technician,single,third,411,yes,78,5,no
60,retired,married,second,4818,no,419,1,no
28,management,single,third,4937,yes,421,3,no
48,entrepreneur,married,second,725,no,105,1,no
51,entrepreneur,married,third,5403,no,42,1,no
32,technician,married,third,4089,no,114,7,no
35,technician,married,third,188,no,286,2,no
37,technician,married,unknown,189,no,238,1,yes
38,bluecollar,divorced,second,2998,yes,91,1,no
77,retired,married,second,610,no,766,3,no
32,management,single,unknown,787,no,92,1,no
23,technician,divorced,second,167,no,211,3,no
36,management,single,third,223,yes,160,2,no
29,management,married,third,877,no,166,3,no
32,admin.,single,second,2817,yes,195,1,no
41,management,divorced,third,4567,yes,106,1,no
26,services,single,second,127,yes,85,3,no
34,bluecollar,married,first,176,no,78,1,no
57,retired,married,third,0,yes,648,1,yes
36,services,single,second,1482,yes,177,2,no
42,bluecollar,married,second,6052,yes,32,1,no
35,technician,divorced,second,56,no,24,12,no
52,entrepreneur,divorced,first,278,yes,688,2,no
36,management,single,third,3875,yes,21,5,no
46,technician,married,second,637,yes,112,1,no
60,management,divorced,third,366,no,593,1,yes
57,housemaid,married,first,501,yes,59,2,no
48,management,married,third,998,yes,121,3,no
59,selfemployed,married,first,0,yes,97,2,no
39,management,married,third,246,no,86,2,no
44,bluecollar,married,second,182,yes,10,10,no
27,management,single,third,446,no,185,3,no
59,retired,married,second,1173,no,77,2,no
36,technician,divorced,second,5957,yes,138,2,no
44,admin.,married,second,185,no,289,1,yes
50,admin.,married,second,0,no,86,4,no
41,management,divorced,third,369,yes,9,3,no
47,admin.,married,second,1934,no,225,1,no
32,technician,single,third,259,no,407,4,no
38,bluecollar,married,second,284,yes,1060,6,no
55,bluecollar,married,unknown,23,no,123,2,no
38,management,single,third,1373,no,119,4,no
31,management,single,third,62,yes,175,1,no
38,bluecollar,divorced,second,157,no,299,5,no
29,unemployed,single,third,991,no,563,1,no
55,services,married,second,186,yes,241,1,no
35,unemployed,married,second,977,yes,52,4,no
40,selfemployed,single,third,2893,no,76,3,no
34,bluecollar,married,second,1897,yes,441,1,no
32,technician,single,third,5514,no,319,1,yes
63,bluecollar,married,second,889,yes,13,1,no
63,management,married,third,273,yes,803,1,yes
37,admin.,married,second,1193,no,396,2,no
58,management,married,third,2729,no,188,1,no
36,admin.,single,second,0,no,637,1,no
42,bluecollar,married,second,260,yes,175,7,no
34,technician,single,second,2729,yes,945,1,no
35,management,married,third,317,yes,162,3,no
60,housemaid,married,first,517,no,1178,3,no
50,management,married,third,470,yes,506,2,no
28,selfemployed,single,third,4579,no,409,2,yes
27,bluecollar,divorced,second,1,yes,116,3,no
37,management,married,third,5106,no,244,1,yes
31,technician,married,third,636,yes,352,4,yes
34,services,married,second,1076,no,152,1,yes
38,management,married,third,126,yes,164,2,no
32,selfemployed,married,second,63,yes,234,3,no
37,technician,married,second,460,no,154,4,no
63,admin.,married,second,6,yes,566,2,no
71,technician,married,third,383,no,327,2,no
27,technician,married,second,160,yes,265,3,no
38,bluecollar,married,first,2569,no,172,1,no
34,technician,single,second,181,no,257,2,no
54,retired,divorced,third,0,no,618,1,yes
60,bluecollar,married,second,6,yes,241,3,no
35,entrepreneur,single,second,475,no,936,4,no
63,bluecollar,single,second,706,yes,329,1,no
36,management,married,second,1825,yes,24,1,no
59,selfemployed,married,third,185,no,177,5,no
72,bluecollar,married,first,4415,no,118,1,no
64,management,married,third,679,no,135,3,no
53,technician,divorced,second,318,no,175,1,no
35,management,single,third,2988,yes,179,1,no
58,selfemployed,married,second,1407,yes,58,1,no
40,technician,married,second,1270,no,342,2,no
41,services,divorced,second,654,yes,139,2,no
48,retired,married,first,5173,yes,88,8,no
44,entrepreneur,married,third,3463,yes,210,3,no
39,bluecollar,married,unknown,0,no,731,1,no
61,management,married,third,6016,no,670,3,yes
36,entrepreneur,married,first,177,yes,63,5,no
28,management,married,third,3694,no,70,2,no
58,retired,single,second,1640,no,72,6,no
60,admin.,divorced,second,174,yes,241,1,no
66,admin.,single,second,10177,no,272,4,no
36,management,single,third,490,no,187,8,yes
49,selfemployed,married,second,2576,yes,64,6,no
40,services,married,second,0,no,523,2,no
23,technician,single,second,598,no,166,1,no
29,management,single,third,15459,no,245,3,no
44,bluecollar,married,first,271,yes,94,1,no
54,unknown,married,unknown,2508,no,34,8,no
47,bluecollar,married,first,318,no,183,2,no
63,admin.,married,third,640,no,318,1,no
60,selfemployed,married,second,1772,yes,158,4,no
27,admin.,single,second,15,no,177,1,no
49,management,divorced,third,2370,yes,56,1,no
27,services,single,second,181,yes,172,2,no
51,bluecollar,married,second,160,yes,136,1,no
32,admin.,divorced,second,5,yes,82,3,no
60,bluecollar,single,second,75,yes,123,1,no
63,admin.,married,second,4902,yes,110,1,no
27,bluecollar,single,first,79,yes,385,5,no
75,retired,divorced,second,1341,no,415,7,yes
37,services,divorced,second,490,yes,73,1,no
36,technician,single,second,1521,yes,223,2,no
37,bluecollar,married,second,131,yes,137,2,no
35,management,married,third,8,yes,55,4,no
32,services,married,second,632,yes,18,5,no
32,admin.,single,second,116,no,255,2,no
35,admin.,married,first,189,yes,95,1,no
31,bluecollar,married,first,2,yes,112,1,no
28,bluecollar,single,second,4229,yes,185,2,no
27,services,married,second,54,yes,97,1,no
22,student,single,unknown,549,no,154,1,no
35,bluecollar,married,first,298,yes,135,2,no
69,retired,married,first,579,no,260,1,no
37,entrepreneur,single,third,1467,yes,349,1,no
45,admin.,single,second,0,yes,38,1,no
47,management,married,third,109,yes,268,1,no
52,management,married,third,11,yes,94,4,no
63,services,married,second,90,yes,263,2,no
60,bluecollar,married,first,493,no,671,4,yes
63,management,divorced,second,1897,yes,197,1,no
44,admin.,married,second,2403,yes,180,2,no
38,entrepreneur,married,second,868,no,452,2,no
54,entrepreneur,married,second,653,yes,352,1,no
32,unemployed,divorced,first,0,no,175,4,no
63,technician,married,second,0,yes,163,2,no
55,services,divorced,second,218,yes,180,2,no
51,bluecollar,married,first,5050,no,75,7,no
48,bluecollar,married,second,741,yes,227,1,no
37,services,single,second,1050,yes,586,3,no
63,services,single,second,56,no,119,5,no
60,bluecollar,married,first,1,yes,80,2,no
23,bluecollar,married,first,98,yes,112,2,no
49,technician,married,second,4667,yes,160,2,no
54,unemployed,married,first,541,yes,237,3,no
31,unemployed,married,third,7744,no,377,8,no
54,unknown,married,unknown,895,no,635,1,yes
36,unemployed,married,second,129,yes,121,3,no
60,admin.,married,second,0,no,127,5,no
27,technician,single,second,158,no,650,2,yes
60,admin.,married,second,122,yes,107,1,no
60,bluecollar,married,second,673,yes,610,2,no
35,technician,divorced,second,0,no,124,4,no
63,services,divorced,second,411,yes,216,1,no
23,bluecollar,divorced,first,97,yes,747,4,no
41,bluecollar,married,second,217,yes,313,1,no
41,management,divorced,third,5037,no,252,9,yes
46,admin.,divorced,second,2232,no,121,1,yes
54,bluecollar,married,second,932,yes,799,1,no
32,management,married,third,913,yes,883,1,no
60,technician,single,third,236,yes,197,1,no
40,entrepreneur,married,first,0,yes,271,2,no
60,bluecollar,married,first,2581,no,221,2,no
27,admin.,married,second,639,no,223,3,no
41,bluecollar,married,first,849,yes,72,1,no
54,services,married,second,386,yes,155,2,no
32,management,single,third,1218,yes,70,2,no
31,management,married,third,2603,yes,280,4,yes
42,bluecollar,married,second,921,yes,115,2,no
48,admin.,married,first,607,no,29,2,no
34,bluecollar,married,first,79,yes,406,2,no
55,technician,divorced,second,61,yes,113,3,no
49,technician,married,second,1091,no,47,2,no
46,management,divorced,third,723,no,36,2,no
47,entrepreneur,married,unknown,189,yes,135,2,no
24,management,single,third,172,no,67,2,no
58,entrepreneur,married,second,2,no,684,1,no
32,management,single,third,41,no,686,5,yes
25,student,single,second,1116,yes,170,3,no
49,bluecollar,married,second,55,no,150,3,no
59,retired,divorced,second,5845,no,1060,2,yes
60,management,single,third,329,yes,122,16,no
46,bluecollar,married,second,494,yes,724,1,no
42,management,married,unknown,1519,no,260,1,yes
37,entrepreneur,married,third,2685,no,187,2,no
44,bluecollar,married,first,14,yes,179,4,no
49,services,married,second,5673,no,357,3,no
41,bluecollar,married,second,1459,no,82,1,no
48,technician,married,third,0,no,176,15,no
31,management,married,second,625,yes,424,1,no
37,student,married,unknown,0,no,115,1,no
51,services,married,second,867,yes,177,2,no
80,retired,married,second,8604,no,712,1,yes
32,management,single,third,151,yes,118,1,no
48,services,married,first,583,yes,25,7,no
49,bluecollar,married,third,1784,no,753,1,no
60,management,married,third,3134,yes,124,1,no
27,selfemployed,single,second,49,yes,188,2,no
34,technician,married,second,346,no,136,4,no
49,management,married,second,1623,yes,1081,2,yes
48,management,married,third,60,no,376,2,no
40,services,married,second,17,no,78,1,no
38,bluecollar,married,second,1808,yes,354,1,no
46,bluecollar,married,first,91,yes,29,1,no
41,entrepreneur,married,third,171,yes,189,1,no
28,management,single,third,1027,yes,463,1,no
51,services,married,unknown,5801,yes,147,2,no
63,bluecollar,divorced,first,142,yes,41,2,no
26,management,single,third,185,no,111,1,no
34,admin.,single,second,852,no,108,2,no
27,bluecollar,married,second,584,yes,411,2,no
42,selfemployed,married,second,97,no,108,2,no
45,admin.,married,second,184,yes,224,2,yes
31,technician,single,second,628,yes,1083,2,no
32,management,single,third,311,no,757,2,yes
39,bluecollar,married,first,1564,no,57,1,no
26,bluecollar,single,second,856,yes,95,5,no
40,management,single,third,1509,no,144,2,no
52,services,married,second,888,no,135,1,no
40,technician,single,third,226,no,176,2,no
48,technician,married,second,127,no,524,5,no
31,services,married,second,413,yes,65,1,no
27,admin.,married,second,710,yes,653,1,yes
47,technician,married,second,1263,yes,91,1,yes
28,management,single,second,171,no,93,1,yes
40,management,divorced,third,69,yes,503,2,no
34,admin.,married,second,1499,yes,186,1,no
29,selfemployed,married,third,751,yes,121,2,no
36,management,married,third,61,no,452,2,no
83,retired,married,first,425,no,883,1,yes
55,services,divorced,first,2923,yes,104,2,no
23,management,divorced,third,99,no,24,3,no
23,student,single,second,1021,no,79,9,no
44,technician,married,third,1146,no,178,2,no
58,bluecollar,married,first,781,yes,74,2,no
29,admin.,single,second,1448,no,217,1,no
60,management,single,third,604,no,475,1,no
29,admin.,single,second,194,yes,127,1,no
41,technician,married,second,0,no,101,1,no
35,housemaid,married,first,0,yes,340,3,no
31,technician,single,second,1014,yes,158,4,no
27,admin.,single,third,73,no,242,1,no
47,services,married,second,2597,yes,323,1,no
53,selfemployed,married,third,2627,yes,18,60,no
34,management,married,third,1906,yes,68,3,no
34,bluecollar,married,first,319,yes,134,4,no
36,management,married,third,296,yes,113,3,no
40,technician,married,second,169,yes,23,4,no
37,selfemployed,single,third,556,no,180,2,no
65,retired,divorced,unknown,600,no,245,2,no
53,technician,divorced,second,751,yes,323,4,no
28,technician,single,second,126,no,229,1,no
63,technician,divorced,third,386,yes,560,1,no
56,bluecollar,married,first,379,no,58,5,no
45,selfemployed,married,second,706,no,78,2,no
39,technician,married,second,9121,no,147,1,no
28,management,single,third,1466,yes,40,1,no
36,bluecollar,married,first,0,yes,618,2,no
41,bluecollar,married,first,951,yes,23,4,no
46,admin.,married,second,368,no,293,1,yes
41,bluecollar,married,second,121,yes,16,6,no
59,services,married,second,184,no,286,2,no
24,admin.,married,second,299,yes,189,1,no
34,management,married,third,4170,yes,935,1,no
40,bluecollar,married,first,635,yes,260,1,no
42,admin.,married,second,3165,yes,298,4,no
50,services,married,second,254,yes,397,2,no
25,management,single,third,553,yes,113,4,no
51,services,divorced,second,518,yes,76,1,no
50,management,married,third,85,no,141,1,no
37,bluecollar,married,unknown,603,yes,773,2,no
21,services,single,second,361,no,329,1,no
52,bluecollar,married,second,98,yes,423,1,no
55,retired,married,first,4424,no,67,4,no
26,technician,single,second,2610,yes,626,1,no
38,technician,married,third,3234,no,578,2,yes
32,bluecollar,married,second,687,yes,61,1,no
31,bluecollar,married,second,631,yes,248,4,no
34,technician,single,second,341,no,136,1,no
63,technician,single,third,316,no,126,3,no
35,technician,married,second,2,no,653,3,no
44,management,married,unknown,415,yes,7,7,no
48,management,divorced,third,507,yes,528,1,no
29,bluecollar,married,second,912,yes,785,1,no
50,management,married,third,0,no,223,5,no
37,bluecollar,married,first,37,yes,24,2,no
44,admin.,single,second,2524,no,82,1,no
36,unemployed,single,third,9019,yes,952,3,no
49,bluecollar,divorced,unknown,39,yes,27,5,no
31,bluecollar,married,second,0,yes,123,1,no
49,technician,divorced,second,265,yes,274,6,no
35,bluecollar,single,second,0,yes,1174,1,yes
57,admin.,divorced,unknown,4012,no,915,1,no
42,bluecollar,married,first,1518,yes,115,1,no
36,bluecollar,divorced,second,140,yes,222,2,no
75,retired,divorced,first,852,no,341,1,no
38,bluecollar,single,second,578,yes,112,2,no
40,bluecollar,married,first,0,yes,64,2,no
38,services,single,second,2253,yes,937,3,yes
34,management,single,third,1171,yes,129,1,no
29,technician,single,third,452,yes,59,1,no
28,admin.,married,second,97,yes,79,1,no
79,retired,married,second,4738,no,151,5,no
51,admin.,divorced,second,467,yes,83,1,no
32,student,single,third,0,no,101,5,no
36,management,married,third,495,no,157,3,yes
38,entrepreneur,married,second,157,no,57,11,no
49,selfemployed,married,second,358,yes,176,3,no
42,services,married,second,292,yes,222,3,no
23,bluecollar,married,first,7323,yes,217,4,no
34,bluecollar,married,second,563,yes,252,1,no
59,retired,single,second,351,yes,1063,5,yes
35,unknown,married,first,365,no,41,2,no
63,bluecollar,single,second,13494,yes,27,25,no
34,admin.,single,second,846,yes,758,2,no
64,retired,married,second,1574,no,601,3,yes
34,entrepreneur,married,third,28,yes,574,1,no
77,retired,married,third,0,no,847,1,yes
57,retired,married,first,2927,no,78,5,no
60,bluecollar,married,second,501,yes,514,1,no
56,housemaid,divorced,first,1238,no,1558,1,yes
49,unknown,married,unknown,601,no,789,2,no
73,retired,married,first,1388,no,146,3,no
39,technician,single,second,102,yes,272,2,no
57,technician,divorced,first,13,yes,323,2,no
32,selfemployed,married,second,413,yes,712,2,no
32,technician,single,third,4665,yes,860,2,yes
45,admin.,married,second,638,yes,75,9,no
32,bluecollar,married,second,101,yes,191,4,no
31,management,married,third,1224,yes,1441,2,yes
49,selfemployed,married,second,1103,no,428,2,no
29,services,married,second,3748,no,322,3,no
55,technician,married,second,955,yes,104,1,no
60,admin.,married,second,518,yes,127,1,no
45,services,single,first,1893,yes,1259,6,yes
39,technician,married,third,14,no,114,2,no
36,admin.,married,second,423,yes,106,1,no
63,management,married,third,3696,no,605,1,no
36,management,married,third,2987,yes,607,1,yes
31,technician,single,second,463,no,1504,2,no
36,technician,married,unknown,756,no,396,3,no
38,technician,single,third,0,yes,71,1,no
63,unknown,married,second,2727,no,185,3,no
40,technician,married,second,93,yes,134,2,no
31,bluecollar,married,second,1766,no,166,2,yes
39,services,married,second,124,yes,81,5,no
63,admin.,married,third,69,no,77,2,no
53,services,divorced,second,0,no,80,2,yes
38,management,married,third,0,yes,537,5,no
59,technician,married,second,259,no,415,1,yes
55,bluecollar,married,first,4103,no,291,1,no
38,technician,single,third,744,yes,283,1,no
48,services,married,second,116,yes,70,4,no
53,bluecollar,married,second,70,yes,611,2,no
44,admin.,divorced,second,232,no,132,3,no
57,management,married,third,1172,no,26,1,no
29,bluecollar,single,second,9,yes,262,3,no
31,services,married,second,428,yes,272,1,no
35,technician,single,third,7546,yes,137,1,no
31,bluecollar,married,first,618,no,95,1,no
35,selfemployed,married,third,8647,no,140,2,no
40,management,single,second,192,yes,71,11,no
39,bluecollar,married,second,0,yes,502,1,no
23,technician,single,third,27763,yes,164,7,no
44,entrepreneur,married,first,276,yes,219,1,no
29,technician,single,second,113,no,328,2,yes
40,technician,married,second,782,yes,224,2,no
63,entrepreneur,married,first,82,yes,63,2,no
46,management,married,third,1008,no,24,13,no
27,unknown,single,third,6421,no,147,4,no
26,admin.,single,second,423,no,84,3,no
41,technician,married,second,351,yes,175,1,no
34,technician,married,third,5060,yes,12,21,no
39,technician,single,third,41,no,40,15,no
27,services,single,second,124,no,217,1,no
31,bluecollar,married,second,79,yes,235,11,no
44,unemployed,single,second,3945,no,255,1,no
55,retired,married,third,197,no,256,1,no
51,bluecollar,divorced,first,837,no,41,2,no
50,management,married,third,94,no,75,1,no
60,services,married,second,1723,yes,192,4,no
46,technician,married,second,57,no,796,1,yes
49,admin.,married,second,635,no,218,3,no
56,retired,married,second,113,yes,614,2,no
47,admin.,divorced,second,225,no,1126,4,yes
60,admin.,married,second,124,no,161,2,no
36,entrepreneur,single,second,475,no,141,3,no
40,management,married,third,7,no,697,1,no
37,technician,single,second,375,no,223,2,no
42,admin.,divorced,second,936,no,931,1,yes
45,technician,married,second,1415,yes,483,1,no
34,unemployed,single,second,0,no,63,2,no
27,admin.,single,second,3638,no,271,5,no
60,bluecollar,married,second,99,yes,144,5,no
32,technician,married,second,167,yes,79,3,no
46,housemaid,married,first,19,yes,171,1,no
29,selfemployed,married,third,242,yes,73,4,no
53,unknown,married,unknown,13,no,69,1,no
32,technician,married,second,286,no,60,1,no
49,unemployed,married,second,769,yes,257,1,no
35,management,married,third,93,no,198,2,no
38,bluecollar,married,second,1663,yes,217,3,no
39,entrepreneur,married,first,238,yes,134,1,no
34,technician,single,second,2178,yes,41,1,no
42,bluecollar,married,first,792,yes,611,2,no
35,bluecollar,single,unknown,871,yes,216,3,no
60,admin.,married,second,1025,no,388,8,no
57,technician,divorced,second,63,yes,242,1,no
31,bluecollar,single,second,16,no,387,1,no
29,management,single,second,417,no,90,1,no
41,services,married,second,3992,yes,281,2,no
46,bluecollar,married,first,2749,yes,632,1,no
63,technician,married,second,163,no,218,1,yes
32,bluecollar,single,second,1721,yes,650,2,no
54,management,divorced,third,2171,yes,1034,1,yes
37,services,married,second,4760,yes,182,2,no
32,technician,single,second,2979,no,156,1,no
23,management,married,third,690,yes,171,3,no
50,bluecollar,divorced,second,183,yes,265,1,no
34,bluecollar,married,second,322,yes,10,3,no
31,admin.,divorced,second,1210,no,350,1,no
23,selfemployed,married,second,634,yes,65,1,no
49,entrepreneur,married,second,273,no,58,1,no
22,student,single,unknown,47,no,69,3,no
35,management,married,third,1100,no,127,2,no
56,admin.,married,second,0,yes,154,2,no
53,bluecollar,married,second,0,no,36,4,no
54,entrepreneur,married,third,1544,no,85,7,no
32,services,single,unknown,6145,yes,362,1,no
41,selfemployed,married,second,28,yes,49,1,no
40,bluecollar,married,second,1012,yes,410,1,no
63,bluecollar,married,first,245,yes,253,3,no
63,management,single,third,1998,no,570,1,no
34,bluecollar,married,second,3990,yes,663,7,no
36,services,married,second,1328,yes,82,4,no
34,entrepreneur,married,third,412,yes,164,1,no
55,management,married,first,229,no,175,3,no
28,student,single,third,1562,no,659,4,yes
29,admin.,single,second,3232,yes,139,2,no
31,admin.,single,second,144,yes,23,11,no
52,management,married,third,1639,yes,323,5,no
54,services,married,unknown,386,no,74,1,no
23,bluecollar,married,first,7727,yes,602,8,no
55,entrepreneur,married,second,184,no,455,13,no
28,bluecollar,divorced,unknown,101,yes,126,4,no
45,unemployed,divorced,second,728,yes,107,1,no
45,entrepreneur,married,first,2418,yes,118,1,no
51,management,married,third,2934,yes,727,4,no
42,technician,single,second,0,yes,275,4,no
23,unknown,single,unknown,181,no,41,1,no
34,management,married,third,176,no,61,4,no
36,bluecollar,married,first,49,yes,232,2,no
37,bluecollar,married,second,1823,yes,214,1,no
50,bluecollar,married,second,372,yes,21,1,no
42,management,divorced,unknown,7702,no,138,2,yes
34,bluecollar,single,first,464,yes,173,1,no
48,management,married,second,117,yes,635,1,no
47,admin.,married,second,104,yes,77,2,no
40,management,married,third,1041,yes,73,1,no
37,management,married,third,539,no,540,2,no
38,bluecollar,married,first,0,yes,179,2,no
29,technician,single,third,406,yes,119,1,no
46,bluecollar,married,first,2558,yes,107,1,no
26,bluecollar,married,second,484,yes,48,2,no
60,services,single,third,3516,yes,447,4,no
42,bluecollar,married,second,5639,yes,460,2,no
42,management,single,third,100,no,64,2,no
31,admin.,single,second,1606,yes,217,5,no
37,management,single,third,815,yes,77,1,no
26,bluecollar,married,second,245,yes,16,11,no
54,bluecollar,married,unknown,191,no,753,2,no
70,retired,married,second,2815,no,125,2,no
29,selfemployed,single,second,3672,yes,1210,1,no
50,services,married,second,1572,yes,185,1,no
60,unemployed,divorced,second,385,yes,80,1,no
32,technician,single,second,29,no,156,2,no
32,technician,married,second,84,no,403,3,no
34,selfemployed,single,third,876,yes,145,2,no
48,services,single,first,1499,yes,17,7,no
25,student,married,third,0,yes,160,1,no
32,management,married,second,6217,yes,486,2,no
32,bluecollar,married,first,329,yes,321,1,no
47,admin.,divorced,second,162,yes,183,4,no
32,technician,married,unknown,14563,no,646,3,no
49,management,single,third,151,yes,97,3,yes
53,services,married,second,2,yes,144,2,no
41,bluecollar,single,unknown,4684,no,60,6,no
47,management,divorced,third,1149,no,82,2,no
35,bluecollar,married,first,11,yes,326,4,no
63,management,single,second,8004,no,414,3,no
49,bluecollar,married,first,1019,yes,285,5,no
46,management,divorced,third,1297,no,716,3,yes
29,management,divorced,third,415,yes,449,4,no
58,selfemployed,married,first,671,yes,16,3,no
40,admin.,single,second,2378,yes,65,1,no
34,management,married,third,417,yes,138,1,no
60,retired,married,first,71,no,121,3,no
23,management,married,third,1188,no,140,2,no
50,bluecollar,married,first,8139,yes,256,6,no
63,bluecollar,married,second,249,yes,61,4,no
37,bluecollar,married,first,689,yes,367,2,no
55,selfemployed,married,second,183,yes,9,5,no
45,bluecollar,single,first,183,no,395,4,no
47,bluecollar,married,first,3451,no,125,2,no
58,technician,married,second,116,no,580,3,no
36,services,married,second,1746,yes,15,1,no
55,technician,married,second,0,yes,119,2,no
31,bluecollar,married,second,897,yes,26,2,no
38,technician,married,second,821,yes,224,2,no
42,bluecollar,married,second,160,yes,285,1,no
32,management,divorced,third,1,yes,399,4,no
39,bluecollar,married,second,8,no,88,3,no
41,technician,married,second,55,yes,185,4,no
59,bluecollar,married,first,699,no,98,1,no
42,unemployed,divorced,second,759,no,97,1,no
63,bluecollar,married,second,687,yes,72,2,no
53,retired,married,second,4968,no,109,1,no
23,bluecollar,married,first,1211,yes,188,3,no
39,selfemployed,single,third,426,no,1029,1,yes
27,entrepreneur,single,second,376,yes,273,1,no
39,management,married,third,12,yes,160,1,no
27,bluecollar,single,second,23,no,590,2,no
63,admin.,married,second,353,yes,107,2,no
29,services,divorced,second,360,yes,88,2,no
63,management,divorced,third,0,no,605,2,no
41,entrepreneur,married,second,353,no,90,2,no
38,technician,single,third,2273,yes,222,1,no
60,management,married,third,0,yes,127,1,no
58,unemployed,married,third,744,no,38,1,no
37,services,single,second,608,no,380,3,no
36,admin.,divorced,second,356,yes,244,3,no
45,bluecollar,married,first,1291,yes,189,17,no
23,technician,single,second,606,yes,217,2,no
53,bluecollar,married,first,606,no,388,3,yes
44,bluecollar,married,first,312,yes,22,3,no
32,technician,single,second,493,no,289,2,no
32,management,married,third,71,yes,221,8,no
38,admin.,married,third,669,yes,129,2,no
47,bluecollar,married,first,556,yes,147,2,no
34,services,single,second,84,yes,299,1,no
52,services,married,second,108,yes,523,12,no
45,admin.,single,second,11,yes,247,1,no
50,bluecollar,married,first,1164,yes,166,2,no
52,bluecollar,divorced,first,191,yes,755,1,yes
37,bluecollar,married,second,132,no,636,2,no
51,bluecollar,married,second,2237,yes,619,1,no
32,management,married,third,4761,yes,159,2,no
63,bluecollar,married,second,346,yes,29,3,no
28,unemployed,married,second,655,yes,606,2,no
66,management,married,third,1048,yes,971,2,no
31,services,single,second,0,yes,231,2,no
35,bluecollar,married,first,624,yes,163,1,no
47,services,single,unknown,1784,no,385,2,yes
36,admin.,single,second,1281,no,119,2,no
32,technician,single,third,569,no,348,1,no
34,bluecollar,married,first,1666,yes,60,1,no
40,admin.,married,second,168,yes,249,2,no
63,selfemployed,married,third,263,no,119,2,no
39,bluecollar,married,second,405,yes,177,1,no
38,selfemployed,married,second,279,yes,110,5,no
32,technician,single,second,0,no,594,4,yes
65,unknown,married,unknown,600,no,105,1,no
34,unemployed,single,third,415,no,123,1,no
34,admin.,single,first,0,yes,172,4,no
42,bluecollar,single,first,1322,yes,178,1,no
31,services,married,second,1062,yes,260,1,no
